"","HHID","PIDLINK","mudah.bergaul","kesehatan","status.ekonomi","ketaatan","jenis.kelamin","usia","status.perkawinan","pekerjaan","pendidikan","daerah","use.internet","partisipasi.masy"
"6302","0581631","058160009","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6303","0581651","058160012","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"6307","0581712","058170005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",27,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6308","0581700","058170006","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6312","0581700","058173203","Sangat Mudah Bergaul","Sehat","Rendah","Tidak taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6316","0581900","058180003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6317","0581851","058180004","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",23,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6318","0581852","058180005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6322","0581900","058190003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",22,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6323","0581941","058190004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",22,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6325","0581941","058194101","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6328","0582031","058200003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6329","0582041","058200004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",24,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"6330","0582031","058203101","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",28,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6331","0582041","058204102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",19,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6338","0582241","058220003","Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6347","0582442","058240004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Ya"
"6350","0582442","058244202","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6355","0582500","058250005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",27,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6361","0582541","058254104","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",20,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6366","0582652","058260004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",19,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6371","0582741","058270003","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",23,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6372","0582742","058270004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",20,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6374","0582741","058274101","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6375","0582742","058274201","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",28,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"6380","0582831","058280005","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Sangat taat","Perempuan",16,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6381","0582842","058280006","Sangat Mudah Bergaul","Kurang Sehat","Tinggi","Agak taat","Perempuan",23,"Kawin","Tidak","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"6382","0582851","058280007","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6385","0582842","058284201","Sangat Mudah Bergaul","Sehat","Sedang","Tidak taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6393","0582941","058294101","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6397","0583051","058300003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",16,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6402","0590141","059010003","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"6403","0590131","059010004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",29,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"6404","0590151","059010006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",19,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6405","0590131","059013102","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Taat","Perempuan",25,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6406","0590141","059014102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"6410","0590200","059020004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6417","0590400","059040003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",22,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6418","0590400","059040004","Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"6428","0590651","059060005","Tidak Mudah Bergaul","Sehat","Sedang","Sangat taat","Perempuan",20,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6429","0590652","059060006","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"6438","0590700","059070003","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6445","0590851","059080008","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6447","0590851","059080010","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6450","0590842","059084202","Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6451","0590843","059084302","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Perempuan",29,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6454","0591051","059100003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",22,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6468","0591300","059130005","Sangat Mudah Bergaul","Sehat","Rendah","Tidak taat","Laki-laki",26,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6469","0591352","059130006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",20,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"6471","0591351","059130009","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Agak taat","Perempuan",22,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6486","0591651","059160004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6487","0591651","059160006","Sangat Mudah Bergaul","Kurang Sehat","Rendah","Taat","Perempuan",22,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6502","0592041","059200004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6504","0592041","059204102","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",28,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6506","0592241","059220005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6507","0592200","059220007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6508","0592200","059220009","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6515","0592541","059250004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6523","0592631","059263102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6525","0592641","059264102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6531","0592734","059270007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6532","0592700","059270008","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",19,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"6543","0592941","059290003","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",24,"Belum Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"6544","0592900","059290004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",20,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"6550","0593000","059300004","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Perempuan",28,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6555","0600141","060010003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6556","0600100","060010004","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Taat","Laki-laki",21,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6575","0600441","060044101","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",22,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Ya"
"6594","0600841","060080003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",23,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Ya"
"6595","0600851","060080004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",21,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6607","0601041","060100003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",29,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6620","0601242","060120004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",18,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6622","0601251","060124104","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6629","0601431","060143102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6637","0601650","060160003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6641","0601741","060170003","Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"6655","0601900","060190010","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",22,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"6661","0602051","060200004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",27,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"6671","0602251","060220003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6672","0602252","060220004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6674","0602252","060220006","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",19,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6679","0602351","060230003","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",28,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Ya"
"6681","0602341","060230005","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",20,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6687","0602551","060250004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6689","0602541","060250006","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Taat","Perempuan",22,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6690","0602553","060250007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",18,"Kawin","Tidak","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"6706","0602742","060274201","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6709","0602800","060280002","Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"6710","0602800","060280004","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6718","0610100","061010003","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",29,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6719","0610152","061010004","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6721","0610152","061010007","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",18,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"6723","0610141","061014105","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Agak taat","Laki-laki",27,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"6726","0610251","061020005","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",23,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6734","0610300","061030007","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",21,"Belum Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6751","0610731","061070003","Sangat Mudah Bergaul","Sehat","Tinggi","Agak taat","Perempuan",25,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6757","0610751","061070011","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",18,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6779","0611151","061110004","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6780","0611141","061110005","Sangat Mudah Bergaul","Sangat Sehat","Tinggi","Sangat taat","Perempuan",24,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6781","0611152","061110006","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",16,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6784","0611141","061114101","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",29,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"6796","0611800","061130004","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",20,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"6800","0611451","061140003","Sangat Mudah Bergaul","Sehat","Sedang","Tidak taat","Perempuan",20,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6801","0611452","061140004","Sangat Mudah Bergaul","Sehat","Tinggi","Tidak taat","Laki-laki",17,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"6802","0611400","061140006","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6823","0611700","061170009","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",23,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6834","0612241","061220003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",21,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6844","0612241","061224101","Sangat Mudah Bergaul","Kurang Sehat","Rendah","Agak taat","Laki-laki",21,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"6867","0620142","062010004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6874","0620241","062020003","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Agak taat","Laki-laki",29,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6875","0620242","062020004","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"6876","0620241","062023105","Sangat Mudah Bergaul","Sehat","Tinggi","Agak taat","Perempuan",30,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6880","0620331","062030003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Perempuan",27,"Kawin","Tidak","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"6881","0620300","062030004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",23,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Ya"
"6892","0620751","062070003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",28,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"6901","0620900","062090009","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6904","0621151","062110003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",28,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"6905","0621100","062110004","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Laki-laki",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"6929","0621451","062140004","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",22,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"6938","0621551","062150006","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",27,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
